id,corpus,n_free_date_vars,n_free_int_vars,n_free_bool_vars,pinned_var_frac,pinned_date_frac,pinned_int_frac,pinned_bool_frac,n_date_subexprs,n_atoms,n_date_comparisons,n_int_comparisons,ordering_cmp_frac,n_case_splits,max_disjunction_width,bool_alternation_depth,implication_atom_frac,neg_ordering_frac,n_unit_constraints,n_date_period_ops,ground_arith_frac,max_abs_years,max_abs_months,max_abs_days,mixed_frac,max_date_chain_len,n_dot_year,n_dot_month,n_dot_day,property_access_frac,n_symbolic_date_ctors,uses_feb29,uses_leap_year,n_components,largest_component_frac,graph_density,mixed_sort_coupling,label_status,label_execution_time
grammar-sat-11,grammar,8,0,0,0.0,0.0,0.0,0.0,16,6,6,0,0.6666666666666666,1,2,1,0.0,0.0,4,5,0.16666666666666666,28,47,56,1.0,3,0,0,0,0.0,0,0,0,5,0.375,0.10714285714285714,0,sat,32.08027267456055
grammar-sat-12,grammar,9,0,0,0.0,0.0,0.0,0.0,18,9,9,0,0.7777777777777778,4,4,1,0.0,0.0,3,4,0.2,17,59,48,1.0,4,0,0,0,0.0,0,0,1,5,0.4444444444444444,0.1111111111111111,0,sat,30.472681045532227
grammar-sat-13,grammar,7,0,0,0.0,0.0,0.0,0.0,16,8,8,0,0.5,3,3,1,0.0,0.0,3,4,0.3333333333333333,43,42,42,1.0,3,0,0,0,0.0,0,0,0,3,0.5714285714285714,0.19047619047619047,0,sat,29.547447204589844
grammar-sat-14,grammar,10,0,0,0.0,0.0,0.0,0.0,27,16,16,0,0.8125,6,3,1,0.0,0.0,5,5,0.4444444444444444,18,20,32,0.8,2,0,0,0,0.0,0,0,0,3,0.8,0.15555555555555556,0,sat,26.159964323043823
grammar-sat-15,grammar,8,0,0,0.0,0.0,0.0,0.0,15,8,8,0,0.875,3,2,1,0.0,0.0,2,4,0.2,113,438,88,1.0,2,0,0,0,0.0,0,0,1,3,0.5,0.17857142857142858,0,sat,25.643275022506714
grammar-sat-16,grammar,10,0,0,0.0,0.0,0.0,0.0,22,10,10,0,0.8,4,2,1,0.0,0.0,2,8,0.2,108,135,72,0.875,5,0,0,0,0.0,0,0,1,2,0.7,0.17777777777777778,0,sat,24.687142848968506
grammar-sat-17,grammar,9,0,0,0.1,0.1,0.0,0.0,26,12,12,0,0.5,5,3,1,0.0,0.0,3,5,0.4444444444444444,9,13,10,1.0,2,0,0,0,0.0,0,0,1,7,0.2,0.06666666666666667,0,sat,23.16443920135498
grammar-sat-18,grammar,7,0,0,0.125,0.125,0.0,0.0,23,12,12,0,0.5,6,3,1,0.0,0.0,2,4,0.5,9,12,15,1.0,3,0,0,0,0.0,0,0,1,3,0.375,0.17857142857142858,0,sat,22.550697088241577
grammar-sat-19,grammar,7,0,0,0.0,0.0,0.0,0.0,17,9,9,0,0.8888888888888888,4,4,1,0.0,0.0,3,7,0.125,30,30,24,0.7142857142857143,3,0,0,0,0.0,0,0,0,3,0.7142857142857143,0.19047619047619047,0,sat,21.807488918304443
grammar-sat-20,grammar,6,0,0,0.14285714285714285,0.14285714285714285,0.0,0.0,22,11,11,0,0.6363636363636364,3,3,1,0.0,0.0,6,8,0.2,24,42,12,1.0,3,0,0,0,0.0,0,0,1,2,0.8571428571428571,0.23809523809523808,0,sat,20.15999698638916
grammar-sat-21,grammar,8,0,0,0.0,0.0,0.0,0.0,18,10,10,0,0.6,3,2,1,0.0,0.0,4,4,0.3333333333333333,100,20,60,1.0,2,0,0,0,0.0,0,0,0,3,0.5,0.17857142857142858,0,sat,20.125266790390015
grammar-sat-22,grammar,8,0,0,0.0,0.0,0.0,0.0,12,7,7,0,1.0,1,2,1,0.0,0.0,5,2,0.3333333333333333,28,56,35,1.0,2,0,0,0,0.0,0,0,0,2,0.5,0.21428571428571427,0,sat,20.08656096458435
grammar-sat-23,grammar,10,0,0,0.0,0.0,0.0,0.0,27,18,18,0,0.8333333333333334,8,5,1,0.0,0.0,7,3,0.5714285714285714,8,36,28,1.0,2,0,0,0,0.0,0,0,0,5,0.4,0.1111111111111111,0,sat,18.34068512916565
grammar-sat-24,grammar,7,0,0,0.0,0.0,0.0,0.0,14,7,7,0,0.7142857142857143,1,2,1,0.0,0.0,5,6,0.0,80,40,80,0.6666666666666666,3,0,0,0,0.0,0,0,0,3,0.42857142857142855,0.19047619047619047,0,sat,17.332613229751587
grammar-sat-25,grammar,8,0,0,0.0,0.0,0.0,0.0,18,10,10,0,0.6,3,2,1,0.0,0.0,4,4,0.2,14,8,32,0.75,2,0,0,0,0.0,0,0,1,4,0.5,0.14285714285714285,0,sat,15.523645877838135
grammar-sat-26,grammar,7,0,0,0.0,0.0,0.0,0.0,15,12,12,0,0.5,4,2,1,0.0,0.0,4,2,0.3333333333333333,91,74,36,1.0,1,0,0,0,0.0,0,0,1,3,0.7142857142857143,0.19047619047619047,0,sat,15.441428184509277
grammar-sat-27,grammar,8,0,0,0.0,0.0,0.0,0.0,21,12,12,0,0.5833333333333334,6,5,1,0.0,0.0,4,5,0.4444444444444444,17,14,9,1.0,2,0,0,0,0.0,0,0,0,2,0.625,0.25,0,sat,14.5034019947052
grammar-sat-28,grammar,10,0,0,0.0,0.0,0.0,0.0,19,15,15,0,0.7333333333333333,10,4,1,0.0,0.0,0,2,0.3333333333333333,35,98,119,0.5,2,0,0,0,0.0,0,0,1,3,0.5,0.17777777777777778,0,sat,14.21970009803772
grammar-sat-29,grammar,9,0,0,0.1,0.1,0.0,0.0,25,18,18,0,0.7222222222222222,8,5,1,0.0,0.0,6,5,0.375,45,72,90,0.8,3,0,0,0,0.0,0,0,1,2,0.9,0.2222222222222222,0,sat,13.131388902664185
grammar-sat-30,grammar,6,0,0,0.0,0.0,0.0,0.0,11,6,6,0,1.0,1,2,1,0.0,0.0,4,4,0.0,4,7,9,1.0,1,0,0,0,0.0,0,0,0,2,0.5,0.3333333333333333,0,sat,13.07298469543457
grammar-sat-31,grammar,6,0,0,0.0,0.0,0.0,0.0,11,7,7,0,0.5714285714285714,2,2,1,0.0,0.0,3,2,0.3333333333333333,45,81,36,0.5,1,0,0,0,0.0,0,0,1,1,1.0,0.3333333333333333,0,sat,12.039167881011963
grammar-sat-32,grammar,8,0,0,0.0,0.0,0.0,0.0,14,10,10,0,0.4,4,4,1,0.0,0.0,4,3,0.25,37,24,41,1.0,2,0,0,0,0.0,0,0,0,1,1.0,0.25,0,sat,12.0067458152771
grammar-sat-33,grammar,7,0,0,0.0,0.0,0.0,0.0,18,11,11,0,0.8181818181818182,5,3,1,0.0,0.0,3,6,0.25,12,9,9,0.8333333333333334,2,0,0,0,0.0,0,0,1,2,0.8571428571428571,0.2857142857142857,0,sat,10.009231805801392
grammar-sat-34,grammar,4,0,0,0.2,0.2,0.0,0.0,15,8,8,0,0.5,3,2,1,0.0,0.0,2,2,0.6,105,15,120,1.0,1,0,0,0,0.0,0,0,1,3,0.6,0.2,0,sat,9.943953037261963
grammar-sat-35,grammar,7,0,0,0.0,0.0,0.0,0.0,14,7,7,0,0.7142857142857143,2,2,1,0.0,0.0,3,5,0.16666666666666666,51,67,21,0.8,4,0,0,0,0.0,0,0,1,2,0.7142857142857143,0.2857142857142857,0,sat,9.681967973709106
grammar-sat-36,grammar,4,0,0,0.0,0.0,0.0,0.0,12,5,5,0,0.6,0,1,0,0.0,0.0,5,4,0.2,24,104,40,1.0,4,0,0,0,0.0,0,0,0,2,0.75,0.3333333333333333,0,sat,9.608029842376709
grammar-sat-37,grammar,7,0,0,0.125,0.125,0.0,0.0,16,6,6,0,0.3333333333333333,1,2,1,0.0,0.0,4,3,0.4,9,56,12,1.0,3,0,0,0,0.0,0,0,0,5,0.25,0.10714285714285714,0,sat,9.407732963562012
grammar-sat-38,grammar,7,0,0,0.0,0.0,0.0,0.0,24,13,13,0,0.9230769230769231,7,4,1,0.0,0.0,3,8,0.1111111111111111,180,135,17,0.875,6,0,0,0,0.0,0,0,1,2,0.5714285714285714,0.23809523809523808,0,sat,8.77605676651001
grammar-sat-39,grammar,9,0,0,0.0,0.0,0.0,0.0,20,8,8,0,0.625,1,2,1,0.0,0.0,6,4,0.42857142857142855,186,17,18,1.0,4,0,0,0,0.0,0,0,0,5,0.3333333333333333,0.1111111111111111,0,sat,7.767966985702515
grammar-sat-40,grammar,7,0,0,0.125,0.125,0.0,0.0,25,13,13,0,0.6153846153846154,5,4,1,0.0,0.0,5,7,0.36363636363636365,94,68,52,1.0,3,0,0,0,0.0,0,0,1,2,0.875,0.21428571428571427,0,sat,7.564377784729004
grammar-sat-41,grammar,10,0,0,0.0,0.0,0.0,0.0,17,13,13,0,0.7692307692307693,8,3,1,0.0,0.0,0,6,0.0,9,7,9,0.8333333333333334,2,0,0,0,0.0,0,0,0,2,0.9,0.24444444444444444,0,sat,5.9757208824157715
grammar-sat-42,grammar,9,0,0,0.0,0.0,0.0,0.0,16,13,13,0,0.8461538461538461,7,3,1,0.0,0.0,1,2,0.3333333333333333,15,32,27,1.0,1,0,0,0,0.0,0,0,0,2,0.7777777777777778,0.19444444444444445,0,sat,5.874433994293213
grammar-sat-43,grammar,7,0,0,0.0,0.0,0.0,0.0,14,9,9,0,0.5555555555555556,4,4,1,0.0,0.0,3,3,0.0,18,18,16,1.0,1,0,0,0,0.0,0,0,0,3,0.7142857142857143,0.19047619047619047,0,sat,5.667510986328125
grammar-sat-44,grammar,9,0,0,0.0,0.0,0.0,0.0,20,8,8,0,0.625,1,2,1,0.0,0.0,6,4,0.42857142857142855,186,17,18,1.0,4,0,0,0,0.0,0,0,0,5,0.3333333333333333,0.1111111111111111,0,sat,5.376703977584839
grammar-sat-45,grammar,9,0,0,0.0,0.0,0.0,0.0,16,8,8,0,0.625,3,4,1,0.0,0.0,4,4,0.2,7,7,9,1.0,2,0,0,0,0.0,0,0,0,4,0.3333333333333333,0.1388888888888889,0,sat,5.201216220855713
grammar-sat-46,grammar,7,0,0,0.0,0.0,0.0,0.0,17,9,9,0,0.6666666666666666,4,2,1,0.0,0.0,1,3,0.5,112,168,84,1.0,2,0,0,0,0.0,0,0,1,3,0.42857142857142855,0.19047619047619047,0,sat,4.9030539989471436
grammar-sat-47,grammar,7,0,0,0.0,0.0,0.0,0.0,15,12,12,0,0.5,4,2,1,0.0,0.0,4,2,0.3333333333333333,10,8,8,1.0,1,0,0,0,0.0,0,0,1,3,0.7142857142857143,0.19047619047619047,0,sat,4.706160306930542
grammar-sat-48,grammar,7,0,0,0.0,0.0,0.0,0.0,16,6,6,0,0.8333333333333334,1,2,1,0.0,0.0,4,4,0.3333333333333333,9,14,13,0.75,3,0,0,0,0.0,0,0,1,4,0.42857142857142855,0.14285714285714285,0,sat,4.61554479598999
grammar-sat-49,grammar,8,0,0,0.1111111111111111,0.1111111111111111,0.0,0.0,26,13,13,0,0.6153846153846154,5,4,1,0.0,0.0,5,7,0.36363636363636365,94,68,52,1.0,3,0,0,0,0.0,0,0,1,2,0.8888888888888888,0.19444444444444445,0,sat,4.179126977920532
grammar-sat-50,grammar,6,0,0,0.14285714285714285,0.14285714285714285,0.0,0.0,18,8,8,0,0.375,1,2,1,0.0,0.0,6,4,0.3333333333333333,63,15,16,0.75,4,0,0,0,0.0,0,0,1,4,0.42857142857142855,0.14285714285714285,0,sat,3.9275920391082764
grammar-timeout-1,grammar,9,0,0,0.0,0.0,0.0,0.0,23,10,10,0,0.5,5,4,1,0.0,0.0,2,10,0.09090909090909091,163,1504,1506,0.7,3,0,0,0,0.0,0,0,1,2,0.6666666666666666,0.19444444444444445,0,timeout,62.93506789207458
grammar-timeout-2,grammar,9,0,0,0.0,0.0,0.0,0.0,23,10,10,0,0.5,5,4,1,0.0,0.0,2,10,0.09090909090909091,163,1504,1506,0.7,3,0,0,0,0.0,0,0,1,2,0.6666666666666666,0.19444444444444445,0,timeout,62.67976999282837
grammar-timeout-3,grammar,9,0,0,0.0,0.0,0.0,0.0,23,10,10,0,0.5,5,4,1,0.0,0.0,2,10,0.09090909090909091,163,1504,1506,0.7,3,0,0,0,0.0,0,0,1,3,0.4444444444444444,0.16666666666666666,0,timeout,62.95830011367798
grammar-timeout-4,grammar,9,0,0,0.0,0.0,0.0,0.0,20,9,9,0,0.6666666666666666,2,2,1,0.0,0.0,5,8,0.1111111111111111,66,540,1593,1.0,3,0,0,0,0.0,0,0,0,3,0.5555555555555556,0.16666666666666666,0,timeout,61.831640005111694
grammar-timeout-5,grammar,6,0,0,0.0,0.0,0.0,0.0,12,9,9,0,0.7777777777777778,2,2,1,0.0,0.0,5,2,0.3333333333333333,200,255,1425,1.0,1,0,0,0,0.0,0,0,1,3,0.5,0.26666666666666666,0,timeout,61.42368721961975
grammar-timeout-6,grammar,10,0,0,0.0,0.0,0.0,0.0,26,15,15,0,0.8,7,4,1,0.0,0.0,3,6,0.3333333333333333,35,500,1260,0.8333333333333334,2,0,0,0,0.0,0,0,1,4,0.4,0.13333333333333333,0,timeout,61.30819010734558
grammar-timeout-7,grammar,9,0,0,0.0,0.0,0.0,0.0,24,14,14,0,0.7142857142857143,4,2,1,0.0,0.0,6,12,0.0,28,320,720,0.9166666666666666,4,0,0,0,0.0,0,0,0,2,0.6666666666666666,0.25,0,timeout,61.055689096450806
grammar-timeout-8,grammar,6,0,0,0.0,0.0,0.0,0.0,10,8,8,0,0.75,2,3,1,0.0,0.0,5,2,0.0,29,437,903,1.0,1,0,0,0,0.0,0,0,0,2,0.6666666666666666,0.26666666666666666,0,timeout,60.945828914642334
grammar-timeout-9,grammar,7,0,0,0.0,0.0,0.0,0.0,17,7,7,0,0.42857142857142855,2,2,1,0.0,0.0,3,9,0.0,172,222,504,1.0,4,0,0,0,0.0,0,0,0,2,0.7142857142857143,0.23809523809523808,0,timeout,60.93913698196411
grammar-timeout-10,grammar,4,0,0,0.2,0.2,0.0,0.0,13,6,6,0,0.6666666666666666,1,2,1,0.0,0.0,4,7,0.0,120,168,672,0.8571428571428571,4,0,0,0,0.0,0,0,0,1,1.0,0.4,0,timeout,60.93099594116211
grammar-timeout-11,grammar,4,0,0,0.2,0.2,0.0,0.0,13,6,6,0,0.6666666666666666,1,2,1,0.0,0.0,4,7,0.0,120,168,672,0.8571428571428571,4,0,0,0,0.0,0,0,0,1,1.0,0.4,0,timeout,60.928436040878296
grammar-timeout-12,grammar,6,0,0,0.14285714285714285,0.14285714285714285,0.0,0.0,23,8,8,0,0.75,3,3,1,0.0,0.0,3,12,0.07692307692307693,129,1162,441,0.9166666666666666,9,0,0,0,0.0,0,0,1,3,0.7142857142857143,0.23809523809523808,0,timeout,60.914088010787964
grammar-timeout-13,grammar,6,0,0,0.0,0.0,0.0,0.0,10,8,8,0,0.75,2,3,1,0.0,0.0,5,2,0.0,29,437,903,1.0,1,0,0,0,0.0,0,0,1,2,0.6666666666666666,0.26666666666666666,0,timeout,60.902809858322144
grammar-timeout-14,grammar,9,0,0,0.0,0.0,0.0,0.0,21,9,9,0,0.5555555555555556,1,2,1,0.0,0.0,7,6,0.14285714285714285,160,544,512,1.0,4,0,0,0,0.0,0,0,1,5,0.3333333333333333,0.1111111111111111,0,timeout,60.882068157196045
grammar-timeout-15,grammar,9,0,0,0.0,0.0,0.0,0.0,28,16,16,0,0.625,11,9,1,0.0,0.0,2,14,0.06666666666666667,40,51,488,0.9285714285714286,5,0,0,0,0.0,0,0,0,2,0.8888888888888888,0.25,0,timeout,60.87561392784119
grammar-timeout-16,grammar,10,0,0,0.0,0.0,0.0,0.0,32,19,19,0,0.631578947368421,9,5,1,0.0,0.0,6,17,0.0,60,215,475,0.8823529411764706,6,0,0,0,0.0,0,0,1,1,1.0,0.24444444444444444,0,timeout,60.858081102371216
grammar-timeout-17,grammar,9,0,0,0.0,0.0,0.0,0.0,27,15,15,0,0.6666666666666666,8,5,1,0.0,0.0,3,12,0.07692307692307693,141,162,408,0.8333333333333334,5,0,0,0,0.0,0,0,1,2,0.8888888888888888,0.2222222222222222,0,timeout,60.75633692741394
grammar-timeout-18,grammar,7,0,0,0.0,0.0,0.0,0.0,10,5,5,0,0.4,0,1,0,0.0,0.0,5,2,0.0,168,19,756,1.0,1,0,0,0,0.0,0,0,1,3,0.42857142857142855,0.19047619047619047,0,timeout,60.74940490722656
grammar-timeout-19,grammar,8,0,0,0.0,0.0,0.0,0.0,21,10,10,0,0.6,5,3,1,0.0,0.0,2,6,0.3333333333333333,56,588,616,1.0,3,0,0,0,0.0,0,0,1,3,0.75,0.21428571428571427,0,timeout,60.74410700798035
grammar-timeout-20,grammar,8,0,0,0.0,0.0,0.0,0.0,24,13,13,0,0.8461538461538461,6,3,1,0.0,0.0,4,9,0.18181818181818182,144,168,456,0.8888888888888888,3,0,0,0,0.0,0,0,0,2,0.875,0.25,0,timeout,60.62331962585449
grammar-timeout-21,grammar,8,0,0,0.0,0.0,0.0,0.0,16,8,8,0,0.625,3,3,1,0.0,0.0,3,5,0.16666666666666666,76,622,488,1.0,2,0,0,0,0.0,0,0,1,3,0.75,0.17857142857142858,0,timeout,60.608962059020996
grammar-timeout-22,grammar,6,0,0,0.0,0.0,0.0,0.0,17,7,7,0,0.5714285714285714,2,2,1,0.0,0.0,3,8,0.1111111111111111,145,147,535,0.875,5,0,0,0,0.0,0,0,0,3,0.6666666666666666,0.2,0,timeout,60.607332944869995
grammar-timeout-23,grammar,8,0,0,0.0,0.0,0.0,0.0,22,14,14,0,0.7857142857142857,9,5,1,0.0,0.0,2,10,0.09090909090909091,128,168,500,0.8,5,0,0,0,0.0,0,0,0,1,1.0,0.25,0,timeout,60.6030330657959
grammar-timeout-24,grammar,10,0,0,0.0,0.0,0.0,0.0,20,11,11,0,0.7272727272727273,2,2,1,0.0,0.0,7,4,0.0,64,192,512,0.75,2,0,0,0,0.0,0,0,0,5,0.4,0.1111111111111111,0,timeout,60.5722758769989
grammar-timeout-25,grammar,9,0,0,0.0,0.0,0.0,0.0,23,11,11,0,0.6363636363636364,6,3,1,0.0,0.0,1,9,0.18181818181818182,180,166,404,0.8888888888888888,4,0,0,0,0.0,0,0,0,2,0.8888888888888888,0.19444444444444445,0,timeout,60.554994344711304
grammar-timeout-26,grammar,7,0,0,0.0,0.0,0.0,0.0,17,10,10,0,0.6,4,3,1,0.0,0.0,3,7,0.125,161,952,483,0.7142857142857143,3,0,0,0,0.0,0,0,1,2,0.7142857142857143,0.2857142857142857,0,timeout,60.52595090866089
grammar-timeout-27,grammar,10,0,0,0.0,0.0,0.0,0.0,35,19,19,0,0.7894736842105263,9,4,1,0.0,0.0,5,10,0.2857142857142857,180,112,324,0.9,2,0,0,0,0.0,0,0,1,4,0.5,0.13333333333333333,0,timeout,60.49964189529419
grammar-timeout-28,grammar,10,0,0,0.0,0.0,0.0,0.0,35,19,19,0,0.7894736842105263,9,4,1,0.0,0.0,5,10,0.2857142857142857,180,112,324,0.9,2,0,0,0,0.0,0,0,1,4,0.5,0.13333333333333333,0,timeout,60.497106075286865
grammar-timeout-29,grammar,7,0,0,0.125,0.125,0.0,0.0,21,10,10,0,0.6,3,2,1,0.0,0.0,4,9,0.1,90,240,336,0.7777777777777778,5,0,0,0,0.0,0,0,0,2,0.75,0.21428571428571427,0,timeout,60.472456216812134
grammar-timeout-30,grammar,10,0,0,0.0,0.0,0.0,0.0,31,17,17,0,0.7058823529411765,7,3,1,0.0,0.0,4,9,0.3076923076923077,108,270,324,0.8888888888888888,5,0,0,0,0.0,0,0,1,4,0.5,0.13333333333333333,0,timeout,60.46537804603577
grammar-timeout-31,grammar,10,0,0,0.0,0.0,0.0,0.0,35,19,19,0,0.7894736842105263,9,4,1,0.0,0.0,5,10,0.2857142857142857,180,13,324,0.9,2,0,0,0,0.0,0,0,1,4,0.5,0.13333333333333333,0,timeout,60.45537996292114
grammar-timeout-32,grammar,7,0,0,0.0,0.0,0.0,0.0,16,9,9,0,0.7777777777777778,4,3,1,0.0,0.0,2,5,0.16666666666666666,189,108,371,0.6,2,0,0,0,0.0,0,0,0,2,0.7142857142857143,0.23809523809523808,0,timeout,60.42540097236633
grammar-timeout-33,grammar,10,0,0,0.0,0.0,0.0,0.0,30,13,13,0,0.6923076923076923,6,4,1,0.0,0.0,4,13,0.13333333333333333,150,80,190,0.8461538461538461,3,0,0,0,0.0,0,0,0,4,0.5,0.13333333333333333,0,timeout,60.419827938079834
grammar-timeout-34,grammar,9,0,0,0.0,0.0,0.0,0.0,25,12,12,0,0.6666666666666666,4,3,1,0.0,0.0,5,7,0.3,192,320,320,0.7142857142857143,3,0,0,0,0.0,0,0,1,3,0.6666666666666666,0.16666666666666666,0,timeout,60.41353178024292
grammar-timeout-35,grammar,8,0,0,0.0,0.0,0.0,0.0,18,9,9,0,0.4444444444444444,4,3,1,0.0,0.0,2,9,0.0,192,260,232,0.7777777777777778,3,0,0,0,0.0,0,0,0,2,0.875,0.25,0,timeout,60.402425050735474
grammar-timeout-36,grammar,8,0,0,0.0,0.0,0.0,0.0,18,9,9,0,0.4444444444444444,4,3,1,0.0,0.0,2,9,0.0,192,260,232,0.7777777777777778,3,0,0,0,0.0,0,0,0,2,0.875,0.25,0,timeout,60.397889852523804
grammar-timeout-37,grammar,8,0,0,0.1111111111111111,0.1111111111111111,0.0,0.0,27,12,12,0,0.5833333333333334,4,2,1,0.0,0.0,4,9,0.3076923076923077,49,196,245,1.0,3,0,0,0,0.0,0,0,1,2,0.8888888888888888,0.19444444444444445,0,timeout,60.39781188964844
grammar-timeout-38,grammar,9,0,0,0.1,0.1,0.0,0.0,27,16,16,0,0.6875,7,4,1,0.0,0.0,5,11,0.08333333333333333,31,277,272,0.9090909090909091,3,0,0,0,0.0,0,0,1,1,1.0,0.2222222222222222,0,timeout,60.39463806152344
grammar-timeout-39,grammar,7,0,0,0.0,0.0,0.0,0.0,15,6,6,0,0.5,1,2,1,0.0,0.0,4,6,0.0,138,36,316,0.8333333333333334,5,0,0,0,0.0,0,0,1,3,0.5714285714285714,0.19047619047619047,0,timeout,60.39133405685425
grammar-timeout-40,grammar,6,0,0,0.0,0.0,0.0,0.0,12,5,5,0,0.6,0,1,0,0.0,0.0,5,6,0.0,175,63,280,0.6666666666666666,2,0,0,0,0.0,0,0,0,2,0.6666666666666666,0.3333333333333333,0,timeout,60.390995025634766
grammar-timeout-41,grammar,8,0,0,0.1111111111111111,0.1111111111111111,0.0,0.0,33,12,12,0,0.6666666666666666,6,5,1,0.0,0.0,4,19,0.05,78,108,180,0.9473684210526315,7,0,0,0,0.0,0,0,0,3,0.7777777777777778,0.16666666666666666,0,timeout,60.38956308364868
grammar-timeout-42,grammar,5,0,0,0.16666666666666666,0.16666666666666666,0.0,0.0,15,6,6,0,0.6666666666666666,0,1,0,0.0,0.0,6,5,0.2857142857142857,9,58,312,1.0,3,0,0,0,0.0,0,0,0,2,0.8333333333333334,0.26666666666666666,0,timeout,60.387500047683716
grammar-timeout-43,grammar,8,0,0,0.1111111111111111,0.1111111111111111,0.0,0.0,35,15,15,0,0.7333333333333333,7,3,1,0.0,0.0,3,14,0.2222222222222222,108,555,134,0.8571428571428571,9,0,0,0,0.0,0,0,1,4,0.6666666666666666,0.1388888888888889,0,timeout,60.37013101577759
grammar-timeout-44,grammar,10,0,0,0.0,0.0,0.0,0.0,29,12,12,0,0.75,6,3,1,0.0,0.0,2,18,0.0,63,81,45,0.8888888888888888,9,0,0,0,0.0,0,0,0,2,0.6,0.2,0,timeout,60.36541414260864
grammar-timeout-45,grammar,8,0,0,0.0,0.0,0.0,0.0,21,13,13,0,0.6153846153846154,4,2,1,0.0,0.0,5,9,0.1,144,168,144,0.8888888888888888,4,0,0,0,0.0,0,0,0,1,1.0,0.25,0,timeout,60.358339071273804
grammar-timeout-46,grammar,7,0,0,0.0,0.0,0.0,0.0,13,7,7,0,0.5714285714285714,2,2,1,0.0,0.0,3,4,0.2,72,158,236,1.0,2,0,0,0,0.0,0,0,0,2,0.7142857142857143,0.23809523809523808,0,timeout,60.34765386581421
grammar-timeout-47,grammar,10,0,0,0.0,0.0,0.0,0.0,35,19,19,0,0.6842105263157895,9,4,1,0.0,0.0,5,12,0.29411764705882354,81,163,128,1.0,8,0,0,0,0.0,0,0,1,2,0.9,0.2,0,timeout,60.346211671829224
grammar-timeout-48,grammar,9,0,0,0.0,0.0,0.0,0.0,21,11,11,0,0.8181818181818182,5,4,1,0.0,0.0,3,6,0.25,56,196,252,0.6666666666666666,3,0,0,0,0.0,0,0,0,2,0.6666666666666666,0.19444444444444445,0,timeout,60.337000131607056
grammar-timeout-49,grammar,9,0,0,0.0,0.0,0.0,0.0,26,15,15,0,0.9333333333333333,6,3,1,0.0,0.0,5,5,0.4444444444444444,67,198,106,1.0,3,0,0,0,0.0,0,0,1,3,0.7777777777777778,0.19444444444444445,0,timeout,60.291006326675415
grammar-timeout-50,grammar,7,0,0,0.0,0.0,0.0,0.0,15,8,8,0,0.5,3,3,1,0.0,0.0,3,4,0.2,43,42,42,1.0,3,0,0,0,0.0,0,0,0,3,0.5714285714285714,0.19047619047619047,0,timeout,60.13650608062744
grammar-unsat-1,grammar,6,0,0,0.0,0.0,0.0,0.0,16,5,5,0,1.0,0,1,0,0.0,0.0,5,10,0.0,128,80,112,0.9,6,0,0,0,0.0,0,0,0,2,0.5,0.26666666666666666,0,unsat,42.633732080459595
grammar-unsat-2,grammar,8,0,0,0.2,0.2,0.0,0.0,27,15,15,0,0.6,6,3,1,0.0,0.0,5,11,0.08333333333333333,182,175,161,0.7272727272727273,5,0,0,0,0.0,0,0,1,2,0.7,0.17777777777777778,0,unsat,17.037904739379883
grammar-unsat-3,grammar,8,0,0,0.2,0.2,0.0,0.0,27,15,15,0,0.6,6,3,1,0.0,0.0,5,11,0.08333333333333333,182,175,161,0.7272727272727273,5,0,0,0,0.0,0,0,1,2,0.7,0.17777777777777778,0,unsat,14.650898933410645
grammar-unsat-4,grammar,9,0,0,0.0,0.0,0.0,0.0,29,10,10,0,0.7,4,3,1,0.0,0.0,3,11,0.26666666666666666,168,360,360,0.9090909090909091,4,0,0,0,0.0,0,0,0,4,0.3333333333333333,0.1388888888888889,0,unsat,3.3445420265197754
grammar-unsat-5,grammar,6,0,0,0.0,0.0,0.0,0.0,15,8,8,0,0.875,1,2,1,0.0,0.0,6,2,0.5,16,39,43,1.0,2,0,0,0,0.0,0,0,1,4,0.5,0.13333333333333333,0,unsat,2.7146828174591064
grammar-unsat-6,grammar,6,0,0,0.0,0.0,0.0,0.0,15,8,8,0,0.875,1,2,1,0.0,0.0,6,2,0.5,16,39,43,1.0,2,0,0,0,0.0,0,0,1,4,0.5,0.13333333333333333,0,unsat,2.209462881088257
grammar-unsat-7,grammar,8,0,0,0.0,0.0,0.0,0.0,19,10,10,0,0.9,3,3,1,0.0,0.0,5,7,0.2222222222222222,40,45,153,0.8571428571428571,3,0,0,0,0.0,0,0,1,3,0.625,0.17857142857142858,0,unsat,1.3986198902130127
grammar-unsat-8,grammar,8,0,0,0.0,0.0,0.0,0.0,20,8,8,0,0.625,1,2,1,0.0,0.0,6,9,0.0,32,96,48,1.0,3,0,0,0,0.0,0,0,1,4,0.375,0.14285714285714285,0,unsat,1.3826391696929932
grammar-unsat-9,grammar,10,0,0,0.0,0.0,0.0,0.0,28,10,10,0,0.5,5,3,1,0.0,0.0,2,16,0.0,160,90,153,0.75,7,0,0,0,0.0,0,0,0,4,0.6,0.13333333333333333,0,unsat,0.9698090553283691
grammar-unsat-10,grammar,8,0,0,0.0,0.0,0.0,0.0,25,10,10,0,0.6,3,2,1,0.0,0.0,4,15,0.0,51,36,56,0.9333333333333333,5,0,0,0,0.0,0,0,1,3,0.5,0.17857142857142858,0,unsat,0.9197819232940674
